hospital_drug_id,generic_name_cn,generic_name_en,trade_name_cn,strength,dosage_form,route,atc_code,rxnorm_rxcui,insurance_code,manufacturer,in_formulary,in_stock,high_alert,antibiotic_level,narcotic_class,restricted_dept,alternatives
H-DEMO-00367,吲达帕胺,indapamide,寿比山,25mg,片剂,PO,C03XX01,5764,8690000000367,诺华,1,1,0,0,0,,
H-DEMO-00368,吲达帕胺,indapamide,寿比山,50mg,片剂,PO,C03XX01,5764,8690000000368,赛诺菲,1,1,0,0,0,,
H-DEMO-00369,吲达帕胺,indapamide,寿比山,100mg,片剂,PO,C03XX01,5764,8690000000369,AstraZeneca,1,1,0,0,0,,
H-DEMO-00370,美托拉宗,metolazone,Zaroxolyn,100mg,片剂,PO,C03XX01,6912,8690000000370,罗氏,1,1,0,0,0,,
H-DEMO-00371,美托拉宗,metolazone,Zaroxolyn,200mg,片剂,PO,C03XX01,6912,8690000000371,齐鲁制药,1,1,0,0,0,,
H-DEMO-00372,美托拉宗,metolazone,Zaroxolyn,500mg,片剂,PO,C03XX01,6912,8690000000372,复星医药,1,1,0,0,0,,
H-DEMO-00373,氨苯蝶啶,triamterene,Dyrenium,10mg,片剂,PO,C03XX01,10763,8690000000373,科伦药业,1,1,0,0,0,,
H-DEMO-00374,氨苯蝶啶,triamterene,Dyrenium,20mg,片剂,PO,C03XX01,10763,8690000000374,华润双鹤,1,1,0,0,0,,
H-DEMO-00375,氨苯蝶啶,triamterene,Dyrenium,25mg,片剂,PO,C03XX01,10763,8690000000375,正大天晴,1,1,0,0,0,,
H-DEMO-00376,阿米洛利,amiloride,Midamor,25mg,片剂,PO,C03XX01,644,8690000000376,豪森药业,1,1,0,0,0,,
H-DEMO-00377,阿米洛利,amiloride,Midamor,50mg,片剂,PO,C03XX01,644,8690000000377,人福医药,1,1,0,0,0,,
H-DEMO-00378,阿米洛利,amiloride,Midamor,100mg,片剂,PO,C03XX01,644,8690000000378,华北制药,1,1,0,0,0,,
H-DEMO-00379,乙酰唑胺,acetazolamide,Diamox,100mg,片剂,PO,C03XX01,167,8690000000379,扬子江药业,1,1,0,0,0,,
H-DEMO-00380,乙酰唑胺,acetazolamide,Diamox,200mg,片剂,PO,C03XX01,167,8690000000380,恒瑞医药,1,1,0,0,0,,
H-DEMO-00381,乙酰唑胺,acetazolamide,Diamox,500mg,片剂,PO,C03XX01,167,8690000000381,石药集团,1,1,0,0,0,,
H-DEMO-00382,甘露醇,mannitol,甘露醇,20mg,片剂,PO,C03XX01,6623,8690000000382,中国生物,1,1,0,0,0,,
H-DEMO-00383,甘露醇,mannitol,甘露醇,25mg,片剂,PO,C03XX01,6623,8690000000383,拜耳,1,1,0,0,0,,
H-DEMO-00384,甘露醇,mannitol,甘露醇,50mg,片剂,PO,C03XX01,6623,8690000000384,辉瑞,1,1,0,0,0,,
H-DEMO-00385,甘油果糖,glycerol fructose,甘油果糖,25mg,片剂,PO,C03XX01,,8690000000385,诺华,1,1,0,0,0,,
H-DEMO-00386,甘油果糖,glycerol fructose,甘油果糖,50mg,片剂,PO,C03XX01,,8690000000386,赛诺菲,1,1,0,0,0,,
H-DEMO-00387,甘油果糖,glycerol fructose,甘油果糖,100mg,片剂,PO,C03XX01,,8690000000387,AstraZeneca,1,1,0,0,0,,
H-DEMO-00388,托拉塞米,torsemide,特苏尼,50mg,片剂,PO,C03XX01,38409,8690000000388,罗氏,1,1,0,0,0,,
H-DEMO-00389,托拉塞米,torsemide,特苏尼,100mg,片剂,PO,C03XX01,38409,8690000000389,齐鲁制药,1,1,0,0,0,,
H-DEMO-00390,托拉塞米,torsemide,特苏尼,200mg,片剂,PO,C03XX01,38409,8690000000390,复星医药,1,1,0,0,0,,
H-DEMO-00391,艾司洛尔,esmolol,Brevibloc,50mg,片剂,PO,C07XX01,4119,8690000000391,科伦药业,1,1,0,0,0,,
H-DEMO-00392,艾司洛尔,esmolol,Brevibloc,100mg,片剂,PO,C07XX01,4119,8690000000392,华润双鹤,1,1,0,0,0,,
H-DEMO-00393,艾司洛尔,esmolol,Brevibloc,200mg,片剂,PO,C07XX01,4119,8690000000393,正大天晴,1,1,0,0,0,,
H-DEMO-00394,倍他洛尔,betaxolol,Betoptic,25mg,片剂,PO,C07XX01,1511,8690000000394,豪森药业,1,1,0,0,0,,
H-DEMO-00395,倍他洛尔,betaxolol,Betoptic,50mg,片剂,PO,C07XX01,1511,8690000000395,人福医药,1,1,0,0,0,,
H-DEMO-00396,倍他洛尔,betaxolol,Betoptic,100mg,片剂,PO,C07XX01,1511,8690000000396,华北制药,1,1,0,0,0,,
H-DEMO-00397,比索洛尔,bisoprolol,康忻,100mg,片剂,PO,C07XX01,19484,8690000000397,扬子江药业,1,1,0,0,0,,
H-DEMO-00398,比索洛尔,bisoprolol,康忻,200mg,片剂,PO,C07XX01,19484,8690000000398,恒瑞医药,1,1,0,0,0,,
H-DEMO-00399,比索洛尔,bisoprolol,康忻,500mg,片剂,PO,C07XX01,19484,8690000000399,石药集团,1,1,0,0,0,,
H-DEMO-00400,美托洛尔,metoprolol,倍他乐克,50mg,片剂,PO,C07XX01,6918,8690000000400,中国生物,1,1,0,0,0,,
H-DEMO-00401,美托洛尔,metoprolol,倍他乐克,100mg,片剂,PO,C07XX01,6918,8690000000401,拜耳,1,1,0,0,0,,
H-DEMO-00402,塞利洛尔,celiprolol,Celiprolol,100mg,片剂,PO,C07XX01,2145,8690000000402,辉瑞,1,1,0,0,0,,
H-DEMO-00403,塞利洛尔,celiprolol,Celiprolol,200mg,片剂,PO,C07XX01,2145,8690000000403,诺华,1,1,0,0,0,,
H-DEMO-00404,塞利洛尔,celiprolol,Celiprolol,500mg,片剂,PO,C07XX01,2145,8690000000404,赛诺菲,1,1,0,0,0,,
H-DEMO-00405,维拉帕米,verapamil,Isoptin,20mg,片剂,PO,C08XX01,11170,8690000000405,AstraZeneca,1,1,0,0,0,,
H-DEMO-00406,维拉帕米,verapamil,Isoptin,25mg,片剂,PO,C08XX01,11170,8690000000406,罗氏,1,1,0,0,0,,
H-DEMO-00407,维拉帕米,verapamil,Isoptin,50mg,片剂,PO,C08XX01,11170,8690000000407,齐鲁制药,1,1,0,0,0,,
H-DEMO-00408,地尔硫䓬,diltiazem,合心爽,50mg,片剂,PO,C08XX01,3443,8690000000408,复星医药,1,1,0,0,0,,
H-DEMO-00409,地尔硫䓬,diltiazem,合心爽,100mg,片剂,PO,C08XX01,3443,8690000000409,科伦药业,1,1,0,0,0,,
H-DEMO-00410,地尔硫䓬,diltiazem,合心爽,200mg,片剂,PO,C08XX01,3443,8690000000410,华润双鹤,1,1,0,0,0,,
H-DEMO-00411,尼群地平,nitrendipine,尼群地平,50mg,片剂,PO,C08XX01,7408,8690000000411,正大天晴,1,1,0,0,0,,
H-DEMO-00412,尼群地平,nitrendipine,尼群地平,100mg,片剂,PO,C08XX01,7408,8690000000412,豪森药业,1,1,0,0,0,,
H-DEMO-00413,尼群地平,nitrendipine,尼群地平,200mg,片剂,PO,C08XX01,7408,8690000000413,人福医药,1,1,0,0,0,,
H-DEMO-00414,拉西地平,lacidipine,乐息平,20mg,片剂,PO,C08XX01,6185,8690000000414,华北制药,1,1,0,0,0,,
H-DEMO-00415,拉西地平,lacidipine,乐息平,25mg,片剂,PO,C08XX01,6185,8690000000415,扬子江药业,1,1,0,0,0,,
H-DEMO-00416,拉西地平,lacidipine,乐息平,50mg,片剂,PO,C08XX01,6185,8690000000416,恒瑞医药,1,1,0,0,0,,
H-DEMO-00417,乐卡地平,lercanidipine,Lercan,20mg,片剂,PO,C08XX01,237884,8690000000417,石药集团,1,1,0,0,0,,
H-DEMO-00418,乐卡地平,lercanidipine,Lercan,25mg,片剂,PO,C08XX01,237884,8690000000418,中国生物,1,1,0,0,0,,
H-DEMO-00419,乐卡地平,lercanidipine,Lercan,50mg,片剂,PO,C08XX01,237884,8690000000419,拜耳,1,1,0,0,0,,
H-DEMO-00420,贝尼地平,benidipine,Coniel,5mg,片剂,PO,C08XX01,236473,8690000000420,辉瑞,1,1,0,0,0,,
H-DEMO-00421,贝尼地平,benidipine,Coniel,10mg,片剂,PO,C08XX01,236473,8690000000421,诺华,1,1,0,0,0,,
H-DEMO-00422,贝尼地平,benidipine,Coniel,20mg,片剂,PO,C08XX01,236473,8690000000422,赛诺菲,1,1,0,0,0,,
H-DEMO-00423,西尼地平,cinidipine,Atelec,25mg,片剂,PO,C08XX01,,8690000000423,AstraZeneca,1,1,0,0,0,,
H-DEMO-00424,西尼地平,cinidipine,Atelec,50mg,片剂,PO,C08XX01,,8690000000424,罗氏,1,1,0,0,0,,
H-DEMO-00425,西尼地平,cinidipine,Atelec,100mg,片剂,PO,C08XX01,,8690000000425,齐鲁制药,1,1,0,0,0,,
H-DEMO-00426,氨氯地平,amlodipine,络活喜,25mg,片剂,PO,C08XX01,17767,8690000000426,复星医药,1,1,0,0,0,,
H-DEMO-00427,氨氯地平,amlodipine,络活喜,50mg,片剂,PO,C08XX01,17767,8690000000427,科伦药业,1,1,0,0,0,,
H-DEMO-00428,氨氯地平,amlodipine,络活喜,100mg,片剂,PO,C08XX01,17767,8690000000428,华润双鹤,1,1,0,0,0,,
H-DEMO-00429,硝苯地平,nifedipine,拜新同,20mg,片剂,PO,C08XX01,7417,8690000000429,正大天晴,1,1,0,0,0,,
H-DEMO-00430,硝苯地平,nifedipine,拜新同,25mg,片剂,PO,C08XX01,7417,8690000000430,豪森药业,1,1,0,0,0,,
H-DEMO-00431,硝苯地平,nifedipine,拜新同,50mg,片剂,PO,C08XX01,7417,8690000000431,人福医药,1,1,0,0,0,,
H-DEMO-00432,非洛地平,felodipine,波依定,25mg,片剂,PO,C08XX01,4316,8690000000432,华北制药,1,1,0,0,0,,
H-DEMO-00433,非洛地平,felodipine,波依定,50mg,片剂,PO,C08XX01,4316,8690000000433,扬子江药业,1,1,0,0,0,,
H-DEMO-00434,非洛地平,felodipine,波依定,100mg,片剂,PO,C08XX01,4316,8690000000434,恒瑞医药,1,1,0,0,0,,
H-DEMO-00435,雷米普利,ramipril,Altace,5mg,片剂,PO,C09XX01,35208,8690000000435,石药集团,1,1,0,0,0,,
H-DEMO-00436,雷米普利,ramipril,Altace,10mg,片剂,PO,C09XX01,35208,8690000000436,中国生物,1,1,0,0,0,,
H-DEMO-00437,雷米普利,ramipril,Altace,20mg,片剂,PO,C09XX01,35208,8690000000437,拜耳,1,1,0,0,0,,
H-DEMO-00438,福辛普利,fosinopril,Monopril,20mg,片剂,PO,C09XX01,4441,8690000000438,辉瑞,1,1,0,0,0,,
H-DEMO-00439,福辛普利,fosinopril,Monopril,25mg,片剂,PO,C09XX01,4441,8690000000439,诺华,1,1,0,0,0,,
H-DEMO-00440,福辛普利,fosinopril,Monopril,50mg,片剂,PO,C09XX01,4441,8690000000440,赛诺菲,1,1,0,0,0,,
H-DEMO-00441,依那普利,enalapril,Vasotec,25mg,片剂,PO,C09XX01,3827,8690000000441,AstraZeneca,1,1,0,0,0,,
H-DEMO-00442,依那普利,enalapril,Vasotec,50mg,片剂,PO,C09XX01,3827,8690000000442,罗氏,1,1,0,0,0,,
H-DEMO-00443,依那普利,enalapril,Vasotec,100mg,片剂,PO,C09XX01,3827,8690000000443,齐鲁制药,1,1,0,0,0,,
H-DEMO-00444,贝那普利,benazepril,洛汀新,20mg,片剂,PO,C09XX01,18867,8690000000444,复星医药,1,1,0,0,0,,
H-DEMO-00445,贝那普利,benazepril,洛汀新,25mg,片剂,PO,C09XX01,18867,8690000000445,科伦药业,1,1,0,0,0,,
H-DEMO-00446,培哚普利,perindopril,雅施达,50mg,片剂,PO,C09XX01,54552,8690000000446,华润双鹤,1,1,0,0,0,,
H-DEMO-00447,培哚普利,perindopril,雅施达,100mg,片剂,PO,C09XX01,54552,8690000000447,正大天晴,1,1,0,0,0,,
H-DEMO-00448,培哚普利,perindopril,雅施达,200mg,片剂,PO,C09XX01,54552,8690000000448,豪森药业,1,1,0,0,0,,
H-DEMO-00449,缬沙坦,valsartan,代文,20mg,片剂,PO,C09XX01,69749,8690000000449,人福医药,1,1,0,0,0,,
H-DEMO-00450,缬沙坦,valsartan,代文,25mg,片剂,PO,C09XX01,69749,8690000000450,华北制药,1,1,0,0,0,,
H-DEMO-00451,缬沙坦,valsartan,代文,50mg,片剂,PO,C09XX01,69749,8690000000451,扬子江药业,1,1,0,0,0,,
H-DEMO-00452,厄贝沙坦,irbesartan,安博维,50mg,片剂,PO,C09XX01,83818,8690000000452,恒瑞医药,1,1,0,0,0,,
H-DEMO-00453,厄贝沙坦,irbesartan,安博维,100mg,片剂,PO,C09XX01,83818,8690000000453,石药集团,1,1,0,0,0,,
H-DEMO-00454,厄贝沙坦,irbesartan,安博维,200mg,片剂,PO,C09XX01,83818,8690000000454,中国生物,1,1,0,0,0,,
H-DEMO-00455,替米沙坦,telmisartan,美卡素,50mg,片剂,PO,C09XX01,73494,8690000000455,拜耳,1,1,0,0,0,,
H-DEMO-00456,替米沙坦,telmisartan,美卡素,100mg,片剂,PO,C09XX01,73494,8690000000456,辉瑞,1,1,0,0,0,,
H-DEMO-00457,替米沙坦,telmisartan,美卡素,200mg,片剂,PO,C09XX01,73494,8690000000457,诺华,1,1,0,0,0,,
H-DEMO-00458,沙库巴曲缬沙坦,sacubitril valsartan,诺欣妥,25mg,片剂,PO,C09XX01,1656339,8690000000458,赛诺菲,1,1,0,0,0,,
H-DEMO-00459,沙库巴曲缬沙坦,sacubitril valsartan,诺欣妥,50mg,片剂,PO,C09XX01,1656339,8690000000459,AstraZeneca,1,1,0,0,0,,
H-DEMO-00460,沙库巴曲缬沙坦,sacubitril valsartan,诺欣妥,100mg,片剂,PO,C09XX01,1656339,8690000000460,罗氏,1,1,0,0,0,,
H-DEMO-00461,螺内酯,spironolactone,安体舒通,50mg,片剂,PO,C09XX01,9997,8690000000461,齐鲁制药,1,1,0,0,0,,
H-DEMO-00462,螺内酯,spironolactone,安体舒通,100mg,片剂,PO,C09XX01,9997,8690000000462,复星医药,1,1,0,0,0,,
H-DEMO-00463,螺内酯,spironolactone,安体舒通,200mg,片剂,PO,C09XX01,9997,8690000000463,科伦药业,1,1,0,0,0,,
H-DEMO-00464,依普利酮,eplerenone,Inspra,25mg,片剂,PO,C09XX01,298869,8690000000464,华润双鹤,1,1,0,0,0,,
H-DEMO-00465,依普利酮,eplerenone,Inspra,50mg,片剂,PO,C09XX01,298869,8690000000465,正大天晴,1,1,0,0,0,,
H-DEMO-00466,依普利酮,eplerenone,Inspra,100mg,片剂,PO,C09XX01,298869,8690000000466,豪森药业,1,1,0,0,0,,
H-DEMO-00467,阿利吉仑,aliskiren,Tekturna,10mg,片剂,PO,C09XX01,32592,8690000000467,人福医药,1,1,0,0,0,,
H-DEMO-00468,阿利吉仑,aliskiren,Tekturna,20mg,片剂,PO,C09XX01,32592,8690000000468,华北制药,1,1,0,0,0,,
H-DEMO-00469,阿利吉仑,aliskiren,Tekturna,25mg,片剂,PO,C09XX01,32592,8690000000469,扬子江药业,1,1,0,0,0,,
H-DEMO-00470,普伐他汀,pravastatin,美百乐镇,50mg,片剂,PO,C10XX01,42463,8690000000470,恒瑞医药,1,1,0,0,0,,
H-DEMO-00471,普伐他汀,pravastatin,美百乐镇,100mg,片剂,PO,C10XX01,42463,8690000000471,石药集团,1,1,0,0,0,,
H-DEMO-00472,普伐他汀,pravastatin,美百乐镇,200mg,片剂,PO,C10XX01,42463,8690000000472,中国生物,1,1,0,0,0,,
H-DEMO-00473,氟伐他汀,fluvastatin,来适可,100mg,片剂,PO,C10XX01,4441,8690000000473,拜耳,1,1,0,0,0,,
H-DEMO-00474,氟伐他汀,fluvastatin,来适可,200mg,片剂,PO,C10XX01,4441,8690000000474,辉瑞,1,1,0,0,0,,
H-DEMO-00475,氟伐他汀,fluvastatin,来适可,500mg,片剂,PO,C10XX01,4441,8690000000475,诺华,1,1,0,0,0,,
H-DEMO-00476,匹伐他汀,pitavastatin,Livalo,20mg,片剂,PO,C10XX01,861634,8690000000476,赛诺菲,1,1,0,0,0,,
H-DEMO-00477,匹伐他汀,pitavastatin,Livalo,25mg,片剂,PO,C10XX01,861634,8690000000477,AstraZeneca,1,1,0,0,0,,
H-DEMO-00478,匹伐他汀,pitavastatin,Livalo,50mg,片剂,PO,C10XX01,861634,8690000000478,罗氏,1,1,0,0,0,,
H-DEMO-00479,依折麦布,ezetimibe,益适纯,20mg,片剂,PO,C10XX01,341248,8690000000479,齐鲁制药,1,1,0,0,0,,
H-DEMO-00480,依折麦布,ezetimibe,益适纯,25mg,片剂,PO,C10XX01,341248,8690000000480,复星医药,1,1,0,0,0,,
H-DEMO-00481,依折麦布,ezetimibe,益适纯,50mg,片剂,PO,C10XX01,341248,8690000000481,科伦药业,1,1,0,0,0,,
H-DEMO-00482,非诺贝特,fenofibrate,力平之,25mg,片剂,PO,C10XX01,8703,8690000000482,华润双鹤,1,1,0,0,0,,
H-DEMO-00483,非诺贝特,fenofibrate,力平之,50mg,片剂,PO,C10XX01,8703,8690000000483,正大天晴,1,1,0,0,0,,
H-DEMO-00484,非诺贝特,fenofibrate,力平之,100mg,片剂,PO,C10XX01,8703,8690000000484,豪森药业,1,1,0,0,0,,
H-DEMO-00485,吉非贝齐,gemfibrozil,Lopid,50mg,片剂,PO,C10XX01,4719,8690000000485,人福医药,1,1,0,0,0,,
H-DEMO-00486,吉非贝齐,gemfibrozil,Lopid,100mg,片剂,PO,C10XX01,4719,8690000000486,华北制药,1,1,0,0,0,,
H-DEMO-00487,吉非贝齐,gemfibrozil,Lopid,200mg,片剂,PO,C10XX01,4719,8690000000487,扬子江药业,1,1,0,0,0,,
H-DEMO-00488,苯扎贝特,bezafibrate,Bezalip,20mg,片剂,PO,C10XX01,1511,8690000000488,恒瑞医药,1,1,0,0,0,,
H-DEMO-00489,苯扎贝特,bezafibrate,Bezalip,25mg,片剂,PO,C10XX01,1511,8690000000489,石药集团,1,1,0,0,0,,
H-DEMO-00490,苯扎贝特,bezafibrate,Bezalip,50mg,片剂,PO,C10XX01,1511,8690000000490,中国生物,1,1,0,0,0,,
H-DEMO-00491,ω-3脂肪酸,omega 3 acid ethyl esters,Omtryg,10mg,片剂,PO,C10XX01,4301,8690000000491,拜耳,1,1,0,0,0,,
H-DEMO-00492,ω-3脂肪酸,omega 3 acid ethyl esters,Omtryg,20mg,片剂,PO,C10XX01,4301,8690000000492,辉瑞,1,1,0,0,0,,
H-DEMO-00493,ω-3脂肪酸,omega 3 acid ethyl esters,Omtryg,25mg,片剂,PO,C10XX01,4301,8690000000493,诺华,1,1,0,0,0,,
H-DEMO-00494,依洛尤单抗,evolocumab,Repatha,10mg,片剂,PO,C10XX01,1599839,8690000000494,赛诺菲,1,1,0,0,0,,
H-DEMO-00495,依洛尤单抗,evolocumab,Repatha,20mg,片剂,PO,C10XX01,1599839,8690000000495,AstraZeneca,1,1,0,0,0,,
H-DEMO-00496,依洛尤单抗,evolocumab,Repatha,25mg,片剂,PO,C10XX01,1599839,8690000000496,罗氏,1,1,0,0,0,,
H-DEMO-00497,阿利西尤单抗,alirocumab,Praluent,20mg,片剂,PO,C10XX01,1658638,8690000000497,齐鲁制药,1,1,0,0,0,,
H-DEMO-00498,阿利西尤单抗,alirocumab,Praluent,25mg,片剂,PO,C10XX01,1658638,8690000000498,复星医药,1,1,0,0,0,,
H-DEMO-00499,阿利西尤单抗,alirocumab,Praluent,50mg,片剂,PO,C10XX01,1658638,8690000000499,科伦药业,1,1,0,0,0,,
H-DEMO-00500,格列吡嗪,glipizide,Glucotrol,100mg,片剂,PO,A10XX01,4814,8690000000500,华润双鹤,1,1,0,0,0,,
H-DEMO-00501,格列吡嗪,glipizide,Glucotrol,200mg,片剂,PO,A10XX01,4814,8690000000501,正大天晴,1,1,0,0,0,,
H-DEMO-00502,格列吡嗪,glipizide,Glucotrol,500mg,片剂,PO,A10XX01,4814,8690000000502,豪森药业,1,1,0,0,0,,
H-DEMO-00503,格列喹酮,gliquidone,Glurenorm,100mg,片剂,PO,A10XX01,4815,8690000000503,人福医药,1,1,0,0,0,,
H-DEMO-00504,格列喹酮,gliquidone,Glurenorm,200mg,片剂,PO,A10XX01,4815,8690000000504,华北制药,1,1,0,0,0,,
H-DEMO-00505,格列喹酮,gliquidone,Glurenorm,500mg,片剂,PO,A10XX01,4815,8690000000505,扬子江药业,1,1,0,0,0,,
H-DEMO-00506,格列美脲,glimepiride,Amaryl,25mg,片剂,PO,A10XX01,25789,8690000000506,恒瑞医药,1,1,0,0,0,,
H-DEMO-00507,格列美脲,glimepiride,Amaryl,50mg,片剂,PO,A10XX01,25789,8690000000507,石药集团,1,1,0,0,0,,
H-DEMO-00508,格列美脲,glimepiride,Amaryl,100mg,片剂,PO,A10XX01,25789,8690000000508,中国生物,1,1,0,0,0,,
H-DEMO-00509,瑞格列奈,repaglinide,诺和龙,25mg,片剂,PO,A10XX01,73044,8690000000509,拜耳,1,1,0,0,0,,
H-DEMO-00510,瑞格列奈,repaglinide,诺和龙,50mg,片剂,PO,A10XX01,73044,8690000000510,辉瑞,1,1,0,0,0,,
H-DEMO-00511,瑞格列奈,repaglinide,诺和龙,100mg,片剂,PO,A10XX01,73044,8690000000511,诺华,1,1,0,0,0,,
H-DEMO-00512,那格列奈,nateglinide,Starlix,10mg,片剂,PO,A10XX01,236443,8690000000512,赛诺菲,1,1,0,0,0,,
H-DEMO-00513,那格列奈,nateglinide,Starlix,20mg,片剂,PO,A10XX01,236443,8690000000513,AstraZeneca,1,1,0,0,0,,
H-DEMO-00514,那格列奈,nateglinide,Starlix,25mg,片剂,PO,A10XX01,236443,8690000000514,罗氏,1,1,0,0,0,,
H-DEMO-00515,吡格列酮,pioglitazone,Actos,5mg,片剂,PO,A10XX01,33738,8690000000515,齐鲁制药,1,1,0,0,0,,
H-DEMO-00516,吡格列酮,pioglitazone,Actos,10mg,片剂,PO,A10XX01,33738,8690000000516,复星医药,1,1,0,0,0,,
H-DEMO-00517,吡格列酮,pioglitazone,Actos,20mg,片剂,PO,A10XX01,33738,8690000000517,科伦药业,1,1,0,0,0,,
H-DEMO-00518,罗格列酮,rosiglitazone,Avandia,50mg,片剂,PO,A10XX01,153165,8690000000518,华润双鹤,1,1,0,0,0,,
H-DEMO-00519,罗格列酮,rosiglitazone,Avandia,100mg,片剂,PO,A10XX01,153165,8690000000519,正大天晴,1,1,0,0,0,,
H-DEMO-00520,罗格列酮,rosiglitazone,Avandia,200mg,片剂,PO,A10XX01,153165,8690000000520,豪森药业,1,1,0,0,0,,
H-DEMO-00521,阿卡波糖,acarbose,拜唐苹,100mg,片剂,PO,A10XX01,166,8690000000521,人福医药,1,1,0,0,0,,
H-DEMO-00522,阿卡波糖,acarbose,拜唐苹,200mg,片剂,PO,A10XX01,166,8690000000522,华北制药,1,1,0,0,0,,
H-DEMO-00523,阿卡波糖,acarbose,拜唐苹,500mg,片剂,PO,A10XX01,166,8690000000523,扬子江药业,1,1,0,0,0,,
H-DEMO-00524,伏格列波糖,voglibose,Basen,20mg,片剂,PO,A10XX01,236782,8690000000524,恒瑞医药,1,1,0,0,0,,
H-DEMO-00525,伏格列波糖,voglibose,Basen,25mg,片剂,PO,A10XX01,236782,8690000000525,石药集团,1,1,0,0,0,,
H-DEMO-00526,伏格列波糖,voglibose,Basen,50mg,片剂,PO,A10XX01,236782,8690000000526,中国生物,1,1,0,0,0,,
H-DEMO-00527,米格列醇,miglitol,Glyset,25mg,片剂,PO,A10XX01,6963,8690000000527,拜耳,1,1,0,0,0,,
H-DEMO-00528,米格列醇,miglitol,Glyset,50mg,片剂,PO,A10XX01,6963,8690000000528,辉瑞,1,1,0,0,0,,
H-DEMO-00529,米格列醇,miglitol,Glyset,100mg,片剂,PO,A10XX01,6963,8690000000529,诺华,1,1,0,0,0,,
H-DEMO-00530,利格列汀,linagliptin,Tradjenta,100mg,片剂,PO,A10XX01,1100699,8690000000530,赛诺菲,1,1,0,0,0,,
H-DEMO-00531,利格列汀,linagliptin,Tradjenta,200mg,片剂,PO,A10XX01,1100699,8690000000531,AstraZeneca,1,1,0,0,0,,
H-DEMO-00532,利格列汀,linagliptin,Tradjenta,500mg,片剂,PO,A10XX01,1100699,8690000000532,罗氏,1,1,0,0,0,,
H-DEMO-00533,沙格列汀,saxagliptin,Onglyza,10mg,片剂,PO,A10XX01,857974,8690000000533,齐鲁制药,1,1,0,0,0,,
H-DEMO-00534,沙格列汀,saxagliptin,Onglyza,20mg,片剂,PO,A10XX01,857974,8690000000534,复星医药,1,1,0,0,0,,
H-DEMO-00535,沙格列汀,saxagliptin,Onglyza,25mg,片剂,PO,A10XX01,857974,8690000000535,科伦药业,1,1,0,0,0,,
H-DEMO-00536,维格列汀,vildagliptin,Galvus,5mg,片剂,PO,A10XX01,596554,8690000000536,华润双鹤,1,1,0,0,0,,
H-DEMO-00537,维格列汀,vildagliptin,Galvus,10mg,片剂,PO,A10XX01,596554,8690000000537,正大天晴,1,1,0,0,0,,
H-DEMO-00538,维格列汀,vildagliptin,Galvus,20mg,片剂,PO,A10XX01,596554,8690000000538,豪森药业,1,1,0,0,0,,
H-DEMO-00539,阿格列汀,alogliptin,Nesina,100mg,片剂,PO,A10XX01,1368001,8690000000539,人福医药,1,1,0,0,0,,
H-DEMO-00540,阿格列汀,alogliptin,Nesina,200mg,片剂,PO,A10XX01,1368001,8690000000540,华北制药,1,1,0,0,0,,
H-DEMO-00541,阿格列汀,alogliptin,Nesina,500mg,片剂,PO,A10XX01,1368001,8690000000541,扬子江药业,1,1,0,0,0,,
H-DEMO-00542,恩格列净,empagliflozin,Jardiance,100mg,片剂,PO,A10XX01,1545653,8690000000542,恒瑞医药,1,1,0,0,0,,
H-DEMO-00543,恩格列净,empagliflozin,Jardiance,200mg,片剂,PO,A10XX01,1545653,8690000000543,石药集团,1,1,0,0,0,,
H-DEMO-00544,恩格列净,empagliflozin,Jardiance,500mg,片剂,PO,A10XX01,1545653,8690000000544,中国生物,1,1,0,0,0,,
H-DEMO-00545,卡格列净,canagliflozin,Invokana,20mg,片剂,PO,A10XX01,1373458,8690000000545,拜耳,1,1,0,0,0,,
H-DEMO-00546,卡格列净,canagliflozin,Invokana,25mg,片剂,PO,A10XX01,1373458,8690000000546,辉瑞,1,1,0,0,0,,
H-DEMO-00547,卡格列净,canagliflozin,Invokana,50mg,片剂,PO,A10XX01,1373458,8690000000547,诺华,1,1,0,0,0,,
H-DEMO-00548,艾塞那肽,exenatide,Byetta,5mg,片剂,PO,A10XX01,60548,8690000000548,赛诺菲,1,1,0,0,0,,
H-DEMO-00549,艾塞那肽,exenatide,Byetta,10mg,片剂,PO,A10XX01,60548,8690000000549,AstraZeneca,1,1,0,0,0,,
H-DEMO-00550,艾塞那肽,exenatide,Byetta,20mg,片剂,PO,A10XX01,60548,8690000000550,罗氏,1,1,0,0,0,,
H-DEMO-00551,司美格鲁肽,semaglutide,Ozempic,25mg,片剂,PO,A10XX01,1991302,8690000000551,齐鲁制药,1,1,0,0,0,,
H-DEMO-00552,司美格鲁肽,semaglutide,Ozempic,50mg,片剂,PO,A10XX01,1991302,8690000000552,复星医药,1,1,0,0,0,,
H-DEMO-00553,司美格鲁肽,semaglutide,Ozempic,100mg,片剂,PO,A10XX01,1991302,8690000000553,科伦药业,1,1,0,0,0,,
H-DEMO-00554,德谷胰岛素,insulin degludec,Tresiba,20mg,片剂,PO,A10XX01,1670007,8690000000554,华润双鹤,1,1,0,0,0,,
H-DEMO-00555,德谷胰岛素,insulin degludec,Tresiba,25mg,片剂,PO,A10XX01,1670007,8690000000555,正大天晴,1,1,0,0,0,,
